dataset,method,chunk_size,max_queries,MRR_A,Recall@1_A,Recall@5_A,Recall@10_A,Recall@100_A,NDCG@1_A,NDCG@5_A,NDCG@10_A,NDCG@100_A,MRR_B,Recall@1_B,Recall@5_B,Recall@10_B,Recall@100_B,NDCG@1_B,NDCG@5_B,NDCG@10_B,NDCG@100_B,delta_MRR,delta_Recall@1,delta_Recall@5,delta_Recall@10,delta_Recall@100,delta_NDCG@1,delta_NDCG@5,delta_NDCG@10,delta_NDCG@100,time_seconds_A,time_seconds_B
dbpedia-entity,sparse,chunk_256,200,0.8128846730224802,0.008155866182446053,0.03572350394175644,0.06076508766573867,0.2179563568512622,0.22666666666666668,0.204862912805997,0.19615883592977512,0.2388408356378595,0.8120513396891469,0.008155866182446053,0.035674484333913306,0.060716068057895534,0.21791698677252203,0.22666666666666668,0.20461946555625915,0.1961268006817139,0.23883120328696017,0.0008333333333333526,0.0,4.9019607843134305e-05,4.9019607843134305e-05,3.937007874016407e-05,0.0,0.00024344724973784926,3.203524806122404e-05,9.63235089931902e-06,1706.962,2204.815
dbpedia-entity,sparse,chunk_512,200,0.8128846730224802,0.008161289973127029,0.0357466975099535,0.06080102259921891,0.2182023747620321,0.22833333333333336,0.2050715360402288,0.19643711090796967,0.23896928589865404,0.8128846730224802,0.008161289973127029,0.03572206696808158,0.06080102259921891,0.21819849277445447,0.22833333333333336,0.2052095046855991,0.19664125166632332,0.23899761701300662,0.0,0.0,2.4630541871920042e-05,0.0,3.88198757764191e-06,0.0,-0.00013796864537030107,-0.0002041407583536492,-2.8331114352575515e-05,1706.516,2139.933
dbpedia-entity,sparse,original,200,0.7986499686591635,0.0082411351359243,0.034676651181578644,0.05944572316268485,0.2192569926658099,0.22333333333333333,0.19232513427870926,0.19147299420798497,0.23483735774419745,0.7994833019924968,0.0082411351359243,0.03465817827517471,0.05947035370455677,0.21926100182961286,0.22333333333333333,0.1917742814040261,0.19149967175076565,0.23480884086853737,-0.0008333333333333526,0.0,1.8472906403936562e-05,-2.4630541871920042e-05,-4.00916380297045e-06,0.0,0.0005508528746831498,-2.6677542780684238e-05,2.8516875660078433e-05,1677.278,2172.284
fiqa,dense,chunk_128,200,0.42393553337986667,0.10459536501080617,0.22194808785985273,0.2851638116785177,0.5187793848308553,0.335,0.26897319198927794,0.2779354007540682,0.3452460648236623,0.42393553337986667,0.10459536501080617,0.22194808785985273,0.2851638116785177,0.5187793848308553,0.335,0.26897319198927794,0.2779354007540682,0.3452460648236623,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,270.508,48.402
fiqa,dense,chunk_256,200,0.4332079359480385,0.14172240259740257,0.29031186868686887,0.3706786269286269,0.6426222111222111,0.335,0.30267906443942677,0.32402053431945066,0.399277839324407,0.4332079359480385,0.14172240259740257,0.29031186868686887,0.3706786269286269,0.6426222111222111,0.335,0.30267906443942677,0.32402053431945066,0.399277839324407,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,265.3,42.086
fiqa,dense,chunk_512,200,0.44621534952416325,0.16013113275613275,0.33310304972804977,0.4217251498501499,0.6905433039183039,0.345,0.3271199914098311,0.35344260072160566,0.4253377756671647,0.44621534952416325,0.16013113275613275,0.33310304972804977,0.4217251498501499,0.6905433039183039,0.345,0.3271199914098311,0.35344260072160566,0.4253377756671647,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,240.098,38.535
fiqa,dense,original,200,0.4477285211067862,0.16158531746031746,0.3426825396825397,0.4311289682539683,0.7000515873015871,0.345,0.3329447470523346,0.35955412514361074,0.4308545048014238,0.4477285211067862,0.16158531746031746,0.3426825396825397,0.4311289682539683,0.7000515873015871,0.345,0.3329447470523346,0.35955412514361074,0.4308545048014238,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,233.719,38.44
fiqa,hybrid,chunk_128,200,0.3559563834896678,0.07931930079724196,0.17152888002520356,0.2384412891030538,0.48188582332699964,0.27,0.21451591061711978,0.2260536342119193,0.2984935360112792,0.35595401822054784,0.07931930079724196,0.17152888002520356,0.2384412891030538,0.48188582332699964,0.27,0.21451591061711978,0.2260536342119193,0.29849084228031186,2.3652691199527176e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6937309673402687e-06,335.42,135.234
fiqa,hybrid,chunk_256,200,0.36032340290404086,0.09400992063492061,0.24175414862914862,0.3131470612720613,0.6064836274836274,0.26,0.24147232880078426,0.260757917538331,0.34417733106967746,0.36032340290404086,0.09400992063492061,0.24175414862914862,0.3131470612720613,0.6064836274836274,0.26,0.24147232880078426,0.260757917538331,0.34417733106967746,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,314.714,109.915
fiqa,hybrid,chunk_512,200,0.378570432467982,0.13238858363858363,0.277741452991453,0.36275137362637366,0.6667716033966034,0.295,0.2690852668104696,0.29677800215149147,0.37970181353198607,0.378570432467982,0.13238858363858363,0.277741452991453,0.36275137362637366,0.6667716033966034,0.295,0.2690852668104696,0.29677800215149147,0.37970181353198607,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,280.369,107.734
